Address,Return amount
0x0000000188e3604489698eA73DE28524F2beA6C6,3.9954615404180304e-05
0x002738A4a86d2591794Fd36c120B36BaD33d5f41,7.8095460993141e-08
0x012B56C7b81ef490723A256db659ea816774a3Fa,5.388367612926066e-07
0x0482B2Aa10783e226bAda033ed4084d60Bfd1D94,0.0017298840931628525
0x05391A4b0749c29335024f41552a56CFa6bD3883,0.007016611129514763
0x06891F750aec52Ff76b0225aaCf736a841A69981,1.1799961799237673e-06
0x06ca89b0E3a5097229eDB0f8998Df38925470666,4.559405788296292e-08
0x07a1f6fc89223c5ebD4e4ddaE89Ac97629856A0f,0.0018451774140480172
0x0AB993Ab9aaA55F7C80d63D8237706c228f89d9e,0.00020274982773657037
0x0BE5Ae71D5498C1CD9e17616Db35fFF9211e4c4E,2.096857619221545e-07
0x0Ce3b6cB9D118E13E6Bcb96C1719aeFF2422030E,2.89248133044332e-06
0x0D10BB75fA8d8d584F03C6d8005A02C219f64f77,0.011838583205895913
0x0D18568Cc8B6B03218a15B356E9BBf5d5F44f5Ab,0.08298339926307342
0x0D2b5A818cc377FcC7A1Dd1470e9D8fCC87B092D,0.11815052738329769
0x0D67Ba20969fC75824BE13Ed7bc941C8e00ab03A,0.00019948946484585944
0x0E7BC8009F87231661591c05e07AFBc2DF89116B,0.00266959062367331
0x0Fad02758d3411eD8FBFbAD071e2fdbCE0de8eAA,1.2397316256378385e-06
0x0cEcb49e558e10A000B1b6391e0948d80Cc677f2,1.1983543161913605e-06
0x0d92f9E17b81bb2354A265D284440B01a2a6EA1f,0.005802400225546981
0x0f6d74e399Ae3AcE6e5049b9179A23a2aFE6EFEb,4.670487267314169e-06
0x108a9bcfa85D1f06d9B5c0e8f04964002c8C970a,5.345129792060439e-07
0x1126e19923c3B3f66A1e8081fEDAe2aea3485625,0.0004841565860998233
0x114125aB236a378bBD870Eb7BCD5522e3a61bF31,1.1731483198606167e-06
0x123a10f7B603f4616aDE9757607D3eC772013914,0.0006789003775984494
0x1430bc44D452F02C20db3eBa25b6dC9ffB4E4612,1.243628220865165e-06
0x14F47866385d534d477113c071b5aC8E766e8Ea7,0.0010143361637996095
0x15991c68832B469B3e15B7530f6E333140494C86,0.0020484402367557265
0x15abe6daEBAFfFE289a5e0FD80417c017246e106,4.335385832472484e-07
0x160f6eF9fCddE6ff3Febc7a57eDBFd476a8AAb5B,1.1980519713162803
0x16A3b440C18Cc022a735f298659c008f9622f799,0.017091425912549564
0x1721fC20f72f4a6f09D06c9f4fE7bD2F78613D16,2.7142345330854425e-07
0x173663768f973A1b707a4c4a228f700c6590aAC3,0.06795487125465352
0x196a2A9A22C2fD8f5107e97Df9ad14A23e81982B,8.690784728589424
0x19BAbC2d3B766f4BedE1e9763AfE7Dff45Af4A9b,5.513320033403928e-07
0x1B72Bac3772050FDCaF468CcE7e20deb3cB02d89,0.4386907614216257
0x1C833735363f391eC735F0A4a5caCF2487667663,5.482051140111205e-07
0x1F029dA7f1c47943E33cF79d5626A77b98Bf5c3b,4.180928206361368e-07
0x1F3d9C2622eaD939e0dE508619dE66dDF7702b15,5.487012529876761e-07
0x2175CE7c56BAa22874Eeb021c1270E6198059Cda,0.015839988513269336
0x2354F13082C393980D7442Ec277ae3B8a14BE4e1,3.6525155217953454e-05
0x24d02e64d4A2580d570666546aC937adaB2b3E08,0.024308423037269645
0x250682C0de0FBC8216D928fAa07220a305EB0503,3.397546940552849e-05
0x25319EEEAD1C121abCBd9967C8E3c05F07eABE64,0.0059066786598911784
0x253f1213bdED5dE2DF8eA3863DaF33Fa1BaCdD09,2.1814636647437652e-07
0x25d893eC82F6fd194A0Ef35457eCADEBaDF73eD5,7.300876823867951e-06
0x26Cd640b94f0De3486921A22A0525C104a2D0008,2.192629488686104e-07
0x27887588Da8EcDad2198EF565C56F50a1E1ea6fB,0.08634915150780449
0x28CE925a84a6DD55668753d83EaF14b069938BC8,0.00017743319152555654
0x28c98737f255ec2bb716e0a091122b263238b414,2.045840116530862e-07
0x2BBAD01F50EAE735F95050b62E3a7d0c4Cf8f6Ca,0.0004326578794171513
0x2BF5bBf9876EA883f2EAbb75824d5D31790D8D02,0.03884631157383584
0x2F747DBC3e7751a8fe98a60Ae0C488609E281DE1,5.163956791710666e-06
0x2cbbc118459Cd15878Cfa3Dc5f57Ab66C8a8A9e4,0.002156398364992305
0x2eE619badD45631Cce0ae2acA987F2DDc1cf3649,4.5849904470884174e-06
0x308472E864729bf1e0F7746D3e8e41f736561451,0.0039053327806617263
0x310269e220749A71018310E22d006EAD1Fc2C764,0.005761635612459514
0x31e75753f353abcf2F083F2a5c31891F51509Ba0,0.0002925503251491059
0x32a286C8D5945e7b94796A5517440EcB4701183e,0.000323481585650929
0x331174A9067e864A61B2F87861CCf006eD3bC95D,0.007635928324364995
0x33834d12f270b47e41b19de3294781554fC2e743,0.01712263650052927
0x3439015DAF1Bc2295CB31Ea78262A56309577fce,0.01991010279015301
0x34597D74bDe978c33f7a011C31Cf5ACe4aF90471,0.0029967484471919077
0x3496e754B64960B098ac80E5d4bcD4C95ECeECA6,0.0023217753221289094
0x362930cB6695b4623b300B96755Cf1841a9b6766,0.005373804944675947
0x371FA0543CD5E59c76373b7ED9c0F818a02746b2,0.004726651000077419
0x377762B549E5126763cc2Ef18a20B804B921c2C8,0.007839032485350308
0x383F42b5De515C564641f65f5da3BD8b4a35B4B4,0.19814578634389815
0x39A5D1a636baDe0ce8Db69Fa5aEBfbe203C3ead2,0.36460421249050456
0x3B53EF23C271eb9b6d118d2151855725c284E656,1.3740193785442044e-05
0x3B7fbae99bfc528666cBcF2b24F3e3f98535F8D6,2.176453350777838e-07
0x3CC2958303911F91d3D16e7f6a95F509E2Cf5D36,1.3853844972259045e-07
0x3CF0bfB1769b9E4eaB847f8f13d5a989a34f1bfc,0.01450731279627609
0x3D96Eb1E982688E4689C070E5aa4B8e96E1fcc4F,0.015014791891984241
0x3DE4F8499935751ec4829E51fC5C64C7237f5C3a,0.0005373552607850135
0x3E2DEE92F81607F4210636ec21525c6523609d84,0.015859054291218595
0x3F06B60ef62378c7C31fd6F448015Ecb83Df214a,0.0036042958503796282
0x3a652f60622d22cDE49dE3D9B5E9D0dCd4D6C32a,2.1511215551460018e-06
0x3c675C36C021dd2Cd3B4D2113e6d49D19CD2Eae5,3.295167305222432e-07
