Address,Return amount
0x000088842568B4448f6b05A6b12E2E9B29229FBA,1.5876693540027777e-05
0x001EAbEc5ae0e4dC40aEcd9A75A6377fa0B31Dcb,0.00015495874314502736
0x006C78f49620ef3881021C64FCbC9FE54cEC57b7,0.023680772138160274
0x00F21d4B36ef01f1bE23Eeb4A60AeC7E86682214,0.0014765930825938903
0x013D9fF1e41557c6e15B0908500Fdc45759885e3,4.862206905386462e-05
0x01DDB26F7C215eD317B83cF0c0023DB7BD36117a,2.3535284083780328e-05
0x027bB502fb52212C45CC57328C076E60527A2D6D,0.0006130582035384017
0x029B317B115dc4A40cb4774069e69C40705E0E2a,0.0015379146297915655
0x029df4209e87663493725c70bDBd03E97d5B7c4B,0.000718788091161975
0x0315840Bd98a8279838a7AD799adde5DdA1fCebA,0.16648036423597715
0x0379ed895F8b2DB1bA771ECDDEE2839E1539fe18,2.7874278650245894e-05
0x03a4b81b5a5F613E8523b5AC0F6b07d3d08A9d24,2.1503571429018697e-07
0x04F1ac05f104b7692EfaD5624634574Fd388E5A2,1.5250814639307029e-06
0x05391A4b0749c29335024f41552a56CFa6bD3883,0.02263309622598992
0x0599Ad5346CE9f8A7a0b65d98b62DF2272319075,9.04662142641901e-07
0x05DE4Af98481dC6CA566679BEE656D1d6aC6999d,0.0015530911226124418
0x06b2D84b6ac9D5FE319A77B9132d34B30276E6c5,0.00018887257047436984
0x080BE7e267c2edc3aC7137873d11F89AC1aacdA0,0.02776865108117631
0x08385BF79f956270Cc849648Cb320C225672FADb,0.03984894880238597
0x0938d38DE2E76a6c91b5cBdb7d8026A5022767A6,1.0891527578449528e-06
0x09DB963c91C138Fa97FC85Fa59642E22197FeE07,0.00033322168886410684
0x09e412B65319258c8D7C38b4F57d70125adE9558,0.0005937894227609123
0x09efd0d038dab6aDf8436118DBD51b117B50d4F3,0.004446223136852444
0x0AB993Ab9aaA55F7C80d63D8237706c228f89d9e,0.0018934477485048411
0x0Aac011058e332BAb220C42FFaE2164894E04dbF,9.05960933438476e-08
0x0Ad252A930c7374f8ca53586db1f1aFc4BB7b7E3,1.2456949770616005e-05
0x0Cec743b8CE4Ef8802cAc0e5df18a180ed8402A7,0.09009359429052613
0x0D0f340682fe8ae41E231C4E6F2A1c49343E8cC1,0.017259137402857973
0x0D18568Cc8B6B03218a15B356E9BBf5d5F44f5Ab,0.06354253521452403
0x0D359C60F279345CE9F5255455f096187AC30E7c,1.7404245496965661e-06
0x0E32e8563a445Fee0c85db3574302fB335759903,3.371812638188874e-05
0x0E48eAfE07A6CBce58C8E42f14AF228f94760A01,0.029021277832770528
0x0FDc836b7FF031A9e1992100811906eFF9D22C38,1.0721607263699412e-05
0x0a16c68fF4EF22B348bD9474dA28ecfB0975B4B6,1.5964664340737703e-07
0x0b304924fAa64b0f040dcA67bC5175Dd6078db52,0.001202149927648779
0x0bb9Ff1b6cE910a36d96441bceC9D8b878e1dc21,0.10237778842274817
0x0c0482926fDe90D80fdA23D2003B6ae32a7bA864,8.578931026688314e-08
0x0c2c40f59D416D17879508FB977aAbf05c7a51f6,0.00010985288658888888
0x0c9e887a804d59989E783729FfE5c69a2DcAD874,1.0542687126564436e-05
0x0d5Dd17a205852E8E9cE2df769746dEAcC66098E,4.542687798146108e-05
0x0d6b672feaB312cE817b689C94e87ba4F0eB56d2,1.0534880779845393
0x0d92f9E17b81bb2354A265D284440B01a2a6EA1f,0.011857684688325914
0x0d9686D3c602a458110F43147bcF33bFc3feF135,2.9382798554805597e-07
0x0e63EE1a039bCC422b1bAaF65C7aE30C497d3FC8,0.2042662885965308
0x100D75e45cC7ecA38EbC8544b12E2E9Be0fb9D20,1.6700323996348349e-06
0x105477e7cB0AfC0D30269925BF1e90F2B6fA06A1,0.0006333440443353744
0x107ae3e61b6Ae2449b378FB8aCF15b33C1C7c061,2.2513742736263903e-05
0x110fBEcE4300e6386Cf5C83bFBA1851e03626f46,2.4553416114933945e-06
0x11220d0B280D265ce6BEd6f77A469DfE52231DB0,3.2739334612020625e-06
0x114e61172892BCdb24a293440758e33A81af56Ba,6.669301595910736e-05
0x11694fad5bCdF64E0727f48cB07A2284E2671F3c,7.016341751945266e-05
0x117706A09Dafa1898f6829371593031C748C0d32,0.0027559278630652894
0x11855EAff01eb0a3FA3d976DF65948E2E3e40302,1.150532860484663e-05
0x11B1AB3396433f5C894a648f03e5B211B76f7f55,0.022293013345844544
0x11c34D9C67162dD21273e8844c831f7B182026a6,1.1293642926689693
0x11c4c05B658802c62ea2BC67C4B3FC7dca1e665b,1.04407053191479e-05
0x123456c4C26155b8dc40a00569014Bd4940e24dE,0.00011000715641272359
0x13F86816764f722D29B345c6748f1D4E88EeB50E,1.059593559099437e-05
0x14975679e5f87c25fa2c54958e735a79B5B93043,0.05054874774375447
0x150E90bC93E1527B6d45dF5b802D83D575b76126,0.0003808846666793175
0x15b24Db69bA67bC322C3aBfD1108743Fe6886295,2.7392400494471075e-06
0x16e25e791B5711d03D018d7942a5229cEf767A08,0.001159986451340908
0x173663768f973A1b707a4c4a228f700c6590aAC3,0.06624411356289116
0x1795C5d51eadd1D85482467d25dA72223c0D8413,0.0009769192849268986
0x17Cb48a577A40E78A0AE2809D698F79EF838f002,0.0007876920833357449
0x17E8ED75D136969d1d3C2287d333Fc7E597CF143,0.00018974523502599309
0x18B3613eA91b9B6498DEE614aC6736cBafd31919,0.0025463875290814737
0x1932636Ce2b30EcE20A1D5173a2d6dc8f2dFCa87,9.824715800405317e-08
0x197cB82c8E7b3eE6EE2c4C4F02FAB80c6989497b,8.575458129370744e-05
0x1B8d35f7a865264ac197584f97A00182D802C98A,0.0008882839941584543
0x1C7e4135826eFdaE938fA13944A388f17B699fE1,0.0008204776158727757
0x1DBDc4196a0372698c9C9ba54c0EeFF1B44B6154,0.0009367707708567854
0x1EaFa35d4E5d11fdb3921968379FddD2c0F9023F,0.2888438957719018
0x1FBe7279DA134C53Fa521f5EE65891948e775e17,0.0008473592750083685
0x1adb5493758495dF95192372D7AA604E7095d394,0.0010548444300759545
0x1b0FAFfcdfbFb841B78Fc95B13E3736Bc7e1026d,0.00022433001224829544
0x1c69dF02e900f5bB3B59c23a70D15029DE4d988A,0.0007175791888643617
0x1e7Be61b2E0f8c6c1951CDa6176DBfaDdcF2735b,1.2090548896803199e-06
0x1f95b737929295dac6212bAC6A5Af82F8BF34325,0.006825486917694851
0x2066441b7a01BC29Da18ADa343B31d39B7294f7F,0.0006313401624733215
0x2175CE7c56BAa22874Eeb021c1270E6198059Cda,0.04515588016496417
0x21a23e89bf76a6093EcAAC516D09d852FFC11B40,1.049802028229039e-07
0x21dAcb0784D8635a7D297E9f3e5986cA45f6Cdea,0.008501578853617431
0x221a61E28CB906BE32EB13793A9DB8d331a3F145,0.002135190151364508
0x22befc741624beC72E7e239D3e27607abB2b5645,1.7342047857187203e-06
0x2398D960dA9D40A0Ac3388aBa463C4eB069df515,7.100557344836121e-05
0x23B886AcEEb71458C96792ffd447352c277f820e,0.12709537163908535
0x23C13D6C1b6B8A416eB289e3472BD71045b15cde,2.3885829576499057e-07
0x240a69E8D25E2498e9Cc979520cc95b10a8423FF,0.0001727129060448382
0x24380d5a7c4239F2000fB4a6e07804a09597802e,0.0005752109588730561
0x26215ed9834389ed4BC37fE6D8e9Bc6fC739ea32,0.0010100685540101577
0x26ED116FCbfbeb9ab12AD8ABe1c4e088192Bae30,0.22990675008644315
0x271425EDf64d540d4872a1f878b2A79519B4a54F,7.177327668499132e-05
0x27887588Da8EcDad2198EF565C56F50a1E1ea6fB,0.028572979232090484
0x28CE925a84a6DD55668753d83EaF14b069938BC8,5.8116361460800734e-06
0x29A688Ca625407541bA850e11f484A1cbF9E4d13,0.0015375697113661315
0x2A87fa69cD3121f796267B83b14D299c56d35796,0.000665872395945158
0x2BF5bBf9876EA883f2EAbb75824d5D31790D8D02,0.06051357402032226
