user,btc_blocks,fraction
0x54df9eedd4bca708c98a4b2f35e979af9452cfcc,6843636.609341198,0.0024119573377076255
0x344d9c4f488bb5519d390304457d64034618145c,6758069.522626798,0.002381800248071195
0xc20fc9d25566bf57600f45ffffe3fac0ce2bff57,6721313.206453799,0.002368845926916919
0xc6f0f6e69b07db21ae188f10ba4d71de234c14cc,6670986.278716769,0.00235110880708301
0x50e835c1088dd06747312c06ac0839ecc773cb42,6515742.932817275,0.002296395158675455
0xd24c29f58fa7f57fb70ebb059b1ffd795e23800e,6340117.1478714235,0.00223449796499445
0x8d603c34681a53bf72b3d33c04cf0eb896d9ce59,6312725.610278151,0.002224844147315263
0xc082bb349e673a8956a1e00d83c1b7b76c9f3aab,6284879.6880907435,0.0022150301872558586
0x5abb9e00ea8ba5b4cf44a2800413301ffd539e58,6152129.9637844805,0.0021682441449955027
0x0d5e628a44e7ec94a2054a6c454127cfe5fcb690,6085846.454981858,0.0021448833202539794
0x2e89a9e33feae350311c943d8644b8288270c99b,6068461.838384866,0.0021387563214143395
0x870fcd63db2c68d8079166e311b1118b8aa26ed7,6036302.428993738,0.0021274221247167243
0x766abae0e7b90509cdeb0f9ebeedd95fd8c5e5cb,5999410.0082258405,0.0021144198351364346
0x5707316ba04779fb7181707ff869cf6dc3b3aa2e,5997727.329132494,0.0021138267951464583
0x9c9e62812b4b1a82e68cdf038398bb239cce3f81,5992099.27237184,0.0021118432542929937
0xa9fc884430b4d28253ef198c9730f65b2062549c,5598973.975029691,0.001973290975776533
0x622fa60141610e5391c62e30cd4d32944c0552d9,5572401.695186798,0.001963925895629056
0x7406f87dd593caec74881cefc9b3f702f9858df5,5520923.424123354,0.0019457829986998857
0xd52cdf1414351d2c37cfe60a62dde69256044ce0,5466339.271500872,0.001926545471204541
0x13f2ca08112fd5b5df3c78c5e583d95d69900235,5461720.648569988,0.0019249176931525848
0xa0894a415c4f246ce95bae718849579c099cc1d2,5385607.12214141,0.0018980923970347819
0x8276f373e5c107ff9c4672e3eb89abc7f8c493f8,5379310.813320828,0.001895873338787366
0x820fde592f5b7a42152163b0eb5b80d78ef7a0cc,5350267.009072949,0.0018856371996161254
0xa99770a5bfbdcb9747baa70347b38f7dcb4c9a4c,5275360.916584045,0.0018592374490549962
